,Site,Date,Hour Block,ED Env Prediction
513,D,2025-04-19 12:00:00,2,26.194937248522454
514,Total,2025-04-19 12:00:00,2,162.85440767349328
515,A,2025-04-19 18:00:00,3,39.55230755698705
516,B,2025-04-19 18:00:00,3,58.32291522690165
517,C,2025-04-19 18:00:00,3,32.66758078244675
518,D,2025-04-19 18:00:00,3,23.260983759188953
519,Total,2025-04-19 18:00:00,3,156.6057968323448
520,A,2025-04-20 00:00:00,0,16.797588353162475
521,B,2025-04-20 00:00:00,0,24.2225483361097
522,C,2025-04-20 00:00:00,0,13.672062463671924
523,D,2025-04-20 00:00:00,0,9.142509026735777
524,Total,2025-04-20 00:00:00,0,64.96347738587752
525,A,2025-04-20 06:00:00,1,28.39163905042822
526,B,2025-04-20 06:00:00,1,39.58411413397229
527,C,2025-04-20 06:00:00,1,22.14165231982033
528,D,2025-04-20 06:00:00,1,16.695071675652443
529,Total,2025-04-20 06:00:00,1,108.75081833873831
530,A,2025-04-20 12:00:00,2,42.708279180565754
531,B,2025-04-20 12:00:00,2,59.47666586212564
532,C,2025-04-20 12:00:00,2,34.669677508662225
533,D,2025-04-20 12:00:00,2,25.417027611943666
534,Total,2025-04-20 12:00:00,2,165.35095260517076
535,A,2025-04-20 18:00:00,3,39.417994528159454
536,B,2025-04-20 18:00:00,3,58.11682487692974
537,C,2025-04-20 18:00:00,3,32.68803107895468
538,D,2025-04-20 18:00:00,3,23.177666631311272
539,Total,2025-04-20 18:00:00,3,156.30140632825186
540,A,2025-04-21 00:00:00,0,15.53321241058647
541,B,2025-04-21 00:00:00,0,22.41199827824748
542,C,2025-04-21 00:00:00,0,12.931843136194574
543,D,2025-04-21 00:00:00,0,7.684926275377573
544,Total,2025-04-21 00:00:00,0,59.55142137931465
545,A,2025-04-21 06:00:00,1,31.46700775097866
546,B,2025-04-21 06:00:00,1,43.0844522967142
547,C,2025-04-21 06:00:00,1,25.26764341561613
548,D,2025-04-21 06:00:00,1,18.365565413833842
549,Total,2025-04-21 06:00:00,1,120.73189896484504
550,A,2025-04-21 12:00:00,2,46.60150472012479
551,B,2025-04-21 12:00:00,2,61.65019399049595
552,C,2025-04-21 12:00:00,2,36.87241554737507
553,D,2025-04-21 12:00:00,2,27.54608818787231
554,Total,2025-04-21 12:00:00,2,176.2363238648062
555,A,2025-04-21 18:00:00,3,40.15739624445111
556,B,2025-04-21 18:00:00,3,56.435339202901716
557,C,2025-04-21 18:00:00,3,31.789011688154538
558,D,2025-04-21 18:00:00,3,23.46113844043371
559,Total,2025-04-21 18:00:00,3,154.67971866813818
560,A,2025-04-22 00:00:00,0,14.443506222904235
561,B,2025-04-22 00:00:00,0,20.484249086887395
562,C,2025-04-22 00:00:00,0,11.942283121979111
563,D,2025-04-22 00:00:00,0,7.585406163341283
564,Total,2025-04-22 00:00:00,0,55.48120652069629
565,A,2025-04-22 06:00:00,1,28.53673104028581
566,B,2025-04-22 06:00:00,1,39.72432235065336
567,C,2025-04-22 06:00:00,1,23.213394907182924
568,D,2025-04-22 06:00:00,1,16.649251283396904
569,Total,2025-04-22 06:00:00,1,110.5122181070939
570,A,2025-04-22 12:00:00,2,43.40208524162528
571,B,2025-04-22 12:00:00,2,57.563311983802144
572,C,2025-04-22 12:00:00,2,34.95364638291706
573,D,2025-04-22 12:00:00,2,26.014674467173148
574,Total,2025-04-22 12:00:00,2,165.212806473279
575,A,2025-04-22 18:00:00,3,38.52548158889919
576,B,2025-04-22 18:00:00,3,54.470750286364265
577,C,2025-04-22 18:00:00,3,30.888448503421728
578,D,2025-04-22 18:00:00,3,22.301521735243725
579,Total,2025-04-22 18:00:00,3,149.13543196229625
580,A,2025-04-23 00:00:00,0,14.099866120624883
581,B,2025-04-23 00:00:00,0,20.81207737896801
582,C,2025-04-23 00:00:00,0,12.147584372978093
583,D,2025-04-23 00:00:00,0,7.457257474494994
584,Total,2025-04-23 00:00:00,0,55.51649565693926
585,A,2025-04-23 06:00:00,1,28.108672229967624
586,B,2025-04-23 06:00:00,1,38.24879376182464
587,C,2025-04-23 06:00:00,1,22.368924072189337
588,D,2025-04-23 06:00:00,1,16.369829911037044
589,Total,2025-04-23 06:00:00,1,107.32134575183527
590,A,2025-04-23 12:00:00,2,41.85189419316789
591,B,2025-04-23 12:00:00,2,56.13520149876456
592,C,2025-04-23 12:00:00,2,33.87574386856574
593,D,2025-04-23 12:00:00,2,25.749028721448305
594,Total,2025-04-23 12:00:00,2,160.98541466816351
595,A,2025-04-23 18:00:00,3,37.979340502433736
596,B,2025-04-23 18:00:00,3,53.594159015291375
597,C,2025-04-23 18:00:00,3,30.037666575024137
598,D,2025-04-23 18:00:00,3,22.29987324464092
599,Total,2025-04-23 18:00:00,3,146.97681690845374
600,A,2025-04-24 00:00:00,0,14.147648128792927
601,B,2025-04-24 00:00:00,0,20.17360847464769
602,C,2025-04-24 00:00:00,0,11.846769678301591
603,D,2025-04-24 00:00:00,0,7.269404438598309
604,Total,2025-04-24 00:00:00,0,54.488639683987564
605,A,2025-04-24 06:00:00,1,28.457038201973763
606,B,2025-04-24 06:00:00,1,38.6012383608797
607,C,2025-04-24 06:00:00,1,22.708594757717357
608,D,2025-04-24 06:00:00,1,16.52166900988702
609,Total,2025-04-24 06:00:00,1,108.74829324261201
610,A,2025-04-24 12:00:00,2,41.77148723308344
611,B,2025-04-24 12:00:00,2,55.70731081704484
612,C,2025-04-24 12:00:00,2,33.46182853188356
613,D,2025-04-24 12:00:00,2,24.710682443145334
614,Total,2025-04-24 12:00:00,2,159.0858637502616
615,A,2025-04-24 18:00:00,3,37.53884801583078
616,B,2025-04-24 18:00:00,3,52.93598685289588
617,C,2025-04-24 18:00:00,3,29.949493218864763
618,D,2025-04-24 18:00:00,3,22.21205350594908
619,Total,2025-04-24 18:00:00,3,145.62966155011753
620,A,2025-04-25 00:00:00,0,13.810696076995834
621,B,2025-04-25 00:00:00,0,20.766768623104728
622,C,2025-04-25 00:00:00,0,11.974502448560905
623,D,2025-04-25 00:00:00,0,7.50310442512075
624,Total,2025-04-25 00:00:00,0,55.05296956383587
625,A,2025-04-25 06:00:00,1,28.084256183589225
626,B,2025-04-25 06:00:00,1,38.02033854107001
627,C,2025-04-25 06:00:00,1,22.956067903364062
628,D,2025-04-25 06:00:00,1,17.281947383786505
629,Total,2025-04-25 06:00:00,1,108.93912675768769
630,A,2025-04-25 12:00:00,2,42.864831265342715
631,B,2025-04-25 12:00:00,2,56.292163040771655
632,C,2025-04-25 12:00:00,2,34.10091687795589
633,D,2025-04-25 12:00:00,2,25.82053968170615
634,Total,2025-04-25 12:00:00,2,162.64656589712095
635,A,2025-04-25 18:00:00,3,38.847671549000395
636,B,2025-04-25 18:00:00,3,54.25675690481314
637,C,2025-04-25 18:00:00,3,31.088689618434234
638,D,2025-04-25 18:00:00,3,22.19200313187699
639,Total,2025-04-25 18:00:00,3,149.65560998627458
640,A,2025-04-26 00:00:00,0,15.965788606830644
641,B,2025-04-26 00:00:00,0,22.883798569259103
642,C,2025-04-26 00:00:00,0,13.098276992057713
643,D,2025-04-26 00:00:00,0,8.503553052349682
644,Total,2025-04-26 00:00:00,0,61.839718337665154
645,A,2025-04-26 06:00:00,1,26.736672706080128
646,B,2025-04-26 06:00:00,1,37.08895925607359
647,C,2025-04-26 06:00:00,1,21.17391075965076
648,D,2025-04-26 06:00:00,1,16.066595345683172
649,Total,2025-04-26 06:00:00,1,103.51573766222805
650,A,2025-04-26 12:00:00,2,41.9577175597326
651,B,2025-04-26 12:00:00,2,57.30065221204131
652,C,2025-04-26 12:00:00,2,33.88759807170459
653,D,2025-04-26 12:00:00,2,25.944220336709698
654,Total,2025-04-26 12:00:00,2,162.5610529483652
655,A,2025-04-26 18:00:00,3,39.31281353167891
656,B,2025-04-26 18:00:00,3,58.06020511264664
657,C,2025-04-26 18:00:00,3,32.518238467488885
658,D,2025-04-26 18:00:00,3,23.210209153995862
659,Total,2025-04-26 18:00:00,3,156.5070300900016
660,A,2025-04-27 00:00:00,0,16.47977381451938
661,B,2025-04-27 00:00:00,0,24.1659798624124
662,C,2025-04-27 00:00:00,0,13.516384731088731
663,D,2025-04-27 00:00:00,0,8.958236934527573
664,Total,2025-04-27 00:00:00,0,64.48418225324471
665,A,2025-04-27 06:00:00,1,28.145151205080314
666,B,2025-04-27 06:00:00,1,39.21881455303926
667,C,2025-04-27 06:00:00,1,21.993716138988134
668,D,2025-04-27 06:00:00,1,16.584044063984592
669,Total,2025-04-27 06:00:00,1,108.32032674997242
670,A,2025-04-27 12:00:00,2,42.4550091341006
671,B,2025-04-27 12:00:00,2,59.076607425362724
672,C,2025-04-27 12:00:00,2,34.63146674113634
673,D,2025-04-27 12:00:00,2,25.493484260324525
674,Total,2025-04-27 12:00:00,2,165.31127146187205
675,A,2025-04-27 18:00:00,3,39.13684190661758
676,B,2025-04-27 18:00:00,3,57.614700182391005
677,C,2025-04-27 18:00:00,3,32.26657146700426
678,D,2025-04-27 18:00:00,3,22.632961193709278
679,Total,2025-04-27 18:00:00,3,155.02913079596559
680,A,2025-04-28 00:00:00,0,15.465856558308136
681,B,2025-04-28 00:00:00,0,22.282512373434766
682,C,2025-04-28 00:00:00,0,13.01469832345819
683,D,2025-04-28 00:00:00,0,7.860992523212508
684,Total,2025-04-28 00:00:00,0,59.79489046538926
685,A,2025-04-28 06:00:00,1,31.155499091361442
686,B,2025-04-28 06:00:00,1,43.15310904833284
687,C,2025-04-28 06:00:00,1,24.979245909839594
688,D,2025-04-28 06:00:00,1,18.189973212484748
689,Total,2025-04-28 06:00:00,1,120.3126682922837
690,A,2025-04-28 12:00:00,2,46.24893338538982
691,B,2025-04-28 12:00:00,2,61.14115135237429
692,C,2025-04-28 12:00:00,2,36.683721437050934
693,D,2025-04-28 12:00:00,2,27.262795600434863
694,Total,2025-04-28 12:00:00,2,175.32152926125733
695,A,2025-04-28 18:00:00,3,39.82751237773897
696,B,2025-04-28 18:00:00,3,55.84045215832007
697,C,2025-04-28 18:00:00,3,31.573386863516237
698,D,2025-04-28 18:00:00,3,23.36509826089229
699,Total,2025-04-28 18:00:00,3,153.8128442798738
700,A,2025-04-29 00:00:00,0,14.001006271675351
701,B,2025-04-29 00:00:00,0,20.42650743105814
702,C,2025-04-29 00:00:00,0,11.676124884510607
703,D,2025-04-29 00:00:00,0,7.207332154101908
704,Total,2025-04-29 00:00:00,0,54.47164529319295
705,A,2025-04-29 06:00:00,1,28.780297207968918
706,B,2025-04-29 06:00:00,1,39.701470489930315
707,C,2025-04-29 06:00:00,1,23.213414499449446
708,D,2025-04-29 06:00:00,1,16.851418244854294
709,Total,2025-04-29 06:00:00,1,111.22685225983449
710,A,2025-04-29 12:00:00,2,43.02982616943283
711,B,2025-04-29 12:00:00,2,57.584280605087265
712,C,2025-04-29 12:00:00,2,34.54866071569386
713,D,2025-04-29 12:00:00,2,25.72377647612182
714,Total,2025-04-29 12:00:00,2,164.4680784004216
715,A,2025-04-29 18:00:00,3,38.109146249245306
716,B,2025-04-29 18:00:00,3,53.91856037671274
717,C,2025-04-29 18:00:00,3,30.66979230139148
718,D,2025-04-29 18:00:00,3,22.007972182773834
719,Total,2025-04-29 18:00:00,3,147.94680845373384
720,A,2025-04-30 00:00:00,0,13.92827376241323
721,B,2025-04-30 00:00:00,0,20.542345265347773
722,C,2025-04-30 00:00:00,0,12.044201377649774
723,D,2025-04-30 00:00:00,0,7.4212076561176445
724,Total,2025-04-30 00:00:00,0,55.066963224487885
725,A,2025-04-30 06:00:00,1,27.807330520098258
726,B,2025-04-30 06:00:00,1,38.265574592076504
727,C,2025-04-30 06:00:00,1,22.231956682641812
728,D,2025-04-30 06:00:00,1,16.139334851929494
729,Total,2025-04-30 06:00:00,1,106.90160775812865
730,A,2025-04-30 12:00:00,2,41.90001261467273
731,B,2025-04-30 12:00:00,2,55.87895122395516
732,C,2025-04-30 12:00:00,2,33.643900080016095
733,D,2025-04-30 12:00:00,2,25.47860011247007
734,Total,2025-04-30 12:00:00,2,160.54904762564453
735,A,2025-04-30 18:00:00,3,37.645309585401186
736,B,2025-04-30 18:00:00,3,53.63452011875421
737,C,2025-04-30 18:00:00,3,30.03946548811354
738,D,2025-04-30 18:00:00,3,22.27868429582017
739,Total,2025-04-30 18:00:00,3,146.9344086894544
740,A,2025-05-01 00:00:00,0,13.905707552155652
741,B,2025-05-01 00:00:00,0,20.020113916938758
742,C,2025-05-01 00:00:00,0,11.743200400967556
743,D,2025-05-01 00:00:00,0,7.121985124787323
744,Total,2025-05-01 00:00:00,0,54.33071648140885
745,A,2025-05-01 06:00:00,1,28.627566528355903
746,B,2025-05-01 06:00:00,1,38.436847843284575
747,C,2025-05-01 06:00:00,1,22.78615464381148
748,D,2025-05-01 06:00:00,1,16.520498040236642
749,Total,2025-05-01 06:00:00,1,109.90631801343093
750,A,2025-05-01 12:00:00,2,41.927340322623465
751,B,2025-05-01 12:00:00,2,55.95692108227923
752,C,2025-05-01 12:00:00,2,33.65321125741167
753,D,2025-05-01 12:00:00,2,24.752204290377627
754,Total,2025-05-01 12:00:00,2,161.22469980476345
755,A,2025-05-01 18:00:00,3,37.679235529496886
756,B,2025-05-01 18:00:00,3,53.2613173940027
757,C,2025-05-01 18:00:00,3,30.0466910413811
758,D,2025-05-01 18:00:00,3,22.066617985802374
759,Total,2025-05-01 18:00:00,3,147.38160999990095
760,A,2025-05-02 00:00:00,0,13.802361172172306
761,B,2025-05-02 00:00:00,0,20.915029683435254
762,C,2025-05-02 00:00:00,0,12.237583165779828
763,D,2025-05-02 00:00:00,0,7.860341950473249
764,Total,2025-05-02 00:00:00,0,56.301155988360556
765,A,2025-05-02 06:00:00,1,27.909787053415414
766,B,2025-05-02 06:00:00,1,37.7426741322314
767,C,2025-05-02 06:00:00,1,22.759898496094387
768,D,2025-05-02 06:00:00,1,16.98774383579825
769,Total,2025-05-02 06:00:00,1,108.87532627823391
770,A,2025-05-02 12:00:00,2,42.83292795581302
771,B,2025-05-02 12:00:00,2,55.93855560179757
772,C,2025-05-02 12:00:00,2,34.31819985278771
773,D,2025-05-02 12:00:00,2,25.82117803048723
774,Total,2025-05-02 12:00:00,2,163.88452513387816
775,A,2025-05-02 18:00:00,3,38.93984505306655
776,B,2025-05-02 18:00:00,3,54.503449823022805
777,C,2025-05-02 18:00:00,3,31.33849892494679
778,D,2025-05-02 18:00:00,3,22.427932221382335
779,Total,2025-05-02 18:00:00,3,151.70610360376102
780,A,2025-05-03 00:00:00,0,16.0281029884458
781,B,2025-05-03 00:00:00,0,23.20598858218568
782,C,2025-05-03 00:00:00,0,13.097758433463753
783,D,2025-05-03 00:00:00,0,8.392172572044013
784,Total,2025-05-03 00:00:00,0,62.59219783097541
785,A,2025-05-03 06:00:00,1,27.093122991880755
786,B,2025-05-03 06:00:00,1,36.97134505681882
787,C,2025-05-03 06:00:00,1,21.436775640757983
788,D,2025-05-03 06:00:00,1,16.339199600003724
789,Total,2025-05-03 06:00:00,1,105.12619752150555
790,A,2025-05-03 12:00:00,2,41.55641052116773
791,B,2025-05-03 12:00:00,2,57.21664184255429
792,C,2025-05-03 12:00:00,2,33.796357791410806
793,D,2025-05-03 12:00:00,2,25.740676957353156
794,Total,2025-05-03 12:00:00,2,163.07031489333275
795,A,2025-05-03 18:00:00,3,39.57016911442073
796,B,2025-05-03 18:00:00,3,58.17289067289408
797,C,2025-05-03 18:00:00,3,32.91198302415417
798,D,2025-05-03 18:00:00,3,23.511132170435324
799,Total,2025-05-03 18:00:00,3,158.90005114605842
800,A,2025-05-04 00:00:00,0,16.80606673053896
801,B,2025-05-04 00:00:00,0,24.404321726536402
802,C,2025-05-04 00:00:00,0,13.648620153642218
803,D,2025-05-04 00:00:00,0,9.172366194821246
804,Total,2025-05-04 00:00:00,0,65.91365227786945
805,A,2025-05-04 06:00:00,1,28.08791488795248
806,B,2025-05-04 06:00:00,1,39.39198073777577
807,C,2025-05-04 06:00:00,1,22.023635432024864
808,D,2025-05-04 06:00:00,1,16.484293823000048
809,Total,2025-05-04 06:00:00,1,109.17629085019107
810,A,2025-05-04 12:00:00,2,42.64172047378656
811,B,2025-05-04 12:00:00,2,59.06098307690038
812,C,2025-05-04 12:00:00,2,34.75392342779281
813,D,2025-05-04 12:00:00,2,25.61911467175546
814,Total,2025-05-04 12:00:00,2,167.0059233030229
815,A,2025-05-04 18:00:00,3,39.11336529249524
816,B,2025-05-04 18:00:00,3,58.07167447827887
817,C,2025-05-04 18:00:00,3,32.50594822516332
818,D,2025-05-04 18:00:00,3,22.91613949456199
819,Total,2025-05-04 18:00:00,3,157.2094061697386
820,A,2025-05-05 00:00:00,0,15.700450016929203
821,B,2025-05-05 00:00:00,0,22.10783217826382
822,C,2025-05-05 00:00:00,0,13.032973141524803
823,D,2025-05-05 00:00:00,0,7.841094376747144
824,Total,2025-05-05 00:00:00,0,60.289044411692664
825,A,2025-05-05 06:00:00,1,31.423826440738313
826,B,2025-05-05 06:00:00,1,43.341467359815056
827,C,2025-05-05 06:00:00,1,25.152839290231388
828,D,2025-05-05 06:00:00,1,18.407322465811248
829,Total,2025-05-05 06:00:00,1,122.13699980853247
830,A,2025-05-05 12:00:00,2,46.46144120654409
831,B,2025-05-05 12:00:00,2,61.869669214074676
832,C,2025-05-05 12:00:00,2,36.91366781236969
833,D,2025-05-05 12:00:00,2,27.481680545053333
834,Total,2025-05-05 12:00:00,2,178.04021277988917
835,A,2025-05-05 18:00:00,3,40.207488374947076
836,B,2025-05-05 18:00:00,3,56.281797698009676
837,C,2025-05-05 18:00:00,3,31.803209564405357
838,D,2025-05-05 18:00:00,3,23.527723176578274
839,Total,2025-05-05 18:00:00,3,156.29507963184324
840,A,2025-05-06 00:00:00,0,14.04736863345249
841,B,2025-05-06 00:00:00,0,20.423497914378718
842,C,2025-05-06 00:00:00,0,11.858140453742944
843,D,2025-05-06 00:00:00,0,7.544136850687998
844,Total,2025-05-06 00:00:00,0,55.44634233475916
845,A,2025-05-06 06:00:00,1,28.590317476516272
846,B,2025-05-06 06:00:00,1,39.49219989196233
847,C,2025-05-06 06:00:00,1,22.968768858791567
848,D,2025-05-06 06:00:00,1,16.545287932181186
849,Total,2025-05-06 06:00:00,1,111.00960721729686
850,A,2025-05-06 12:00:00,2,43.31514645503947
851,B,2025-05-06 12:00:00,2,57.95416723106946
852,C,2025-05-06 12:00:00,2,34.80719073302439
853,D,2025-05-06 12:00:00,2,26.084413298704227
854,Total,2025-05-06 12:00:00,2,166.92855290047268
855,A,2025-05-06 18:00:00,3,38.501536262431216
856,B,2025-05-06 18:00:00,3,54.76762961973692
857,C,2025-05-06 18:00:00,3,30.901064522559995
858,D,2025-05-06 18:00:00,3,22.311272612516806
859,Total,2025-05-06 18:00:00,3,150.76490106932846
860,A,2025-05-07 00:00:00,0,14.074448231622213
861,B,2025-05-07 00:00:00,0,20.727512930606338
862,C,2025-05-07 00:00:00,0,12.084917751354975
863,D,2025-05-07 00:00:00,0,7.356270748653533
864,Total,2025-05-07 00:00:00,0,55.73100948899378
865,A,2025-05-07 06:00:00,1,27.851048257399704
866,B,2025-05-07 06:00:00,1,38.087948277171066
867,C,2025-05-07 06:00:00,1,22.398961254454576
868,D,2025-05-07 06:00:00,1,16.44489521273585
869,Total,2025-05-07 06:00:00,1,107.93568367722625
870,A,2025-05-07 12:00:00,2,41.72873651552909
871,B,2025-05-07 12:00:00,2,56.04516507795881
872,C,2025-05-07 12:00:00,2,33.48875362136976
873,D,2025-05-07 12:00:00,2,25.30143842460015
874,Total,2025-05-07 12:00:00,2,161.22386771155033
875,A,2025-05-07 18:00:00,3,38.196917034838066
876,B,2025-05-07 18:00:00,3,54.152679935636556
877,C,2025-05-07 18:00:00,3,30.379078884613143
878,D,2025-05-07 18:00:00,3,22.650746101284696
879,Total,2025-05-07 18:00:00,3,149.6988190436857
880,A,2025-05-08 00:00:00,0,13.951039790711674
881,B,2025-05-08 00:00:00,0,20.23666971007821
882,C,2025-05-08 00:00:00,0,11.692268679108974
883,D,2025-05-08 00:00:00,0,7.13415034606161
884,Total,2025-05-08 00:00:00,0,54.45382770635503
885,A,2025-05-08 06:00:00,1,28.241859831763023
886,B,2025-05-08 06:00:00,1,38.22022016910844
887,C,2025-05-08 06:00:00,1,22.640018222677305
888,D,2025-05-08 06:00:00,1,16.308687612839517
889,Total,2025-05-08 06:00:00,1,108.66083844862062
890,A,2025-05-08 12:00:00,2,41.87861946476083
891,B,2025-05-08 12:00:00,2,55.45805001183529
892,C,2025-05-08 12:00:00,2,33.55558676268838
893,D,2025-05-08 12:00:00,2,24.80294943863017
894,Total,2025-05-08 12:00:00,2,160.25627731400792
895,A,2025-05-08 18:00:00,3,37.54776866559726
896,B,2025-05-08 18:00:00,3,53.40096169538344
897,C,2025-05-08 18:00:00,3,30.072390980029322
898,D,2025-05-08 18:00:00,3,21.993662240773133
899,Total,2025-05-08 18:00:00,3,147.05154048989382
900,A,2025-05-09 00:00:00,0,14.069320377427081
901,B,2025-05-09 00:00:00,0,20.78496401513996
902,C,2025-05-09 00:00:00,0,12.249264143227553
903,D,2025-05-09 00:00:00,0,7.863502573829028
904,Total,2025-05-09 00:00:00,0,56.337298048656464
905,A,2025-05-09 06:00:00,1,27.645092737485886
906,B,2025-05-09 06:00:00,1,37.784774344574494
907,C,2025-05-09 06:00:00,1,22.73768473437244
908,D,2025-05-09 06:00:00,1,16.989457923755364
909,Total,2025-05-09 06:00:00,1,108.35507366485575
910,A,2025-05-09 12:00:00,2,42.488139127003386
911,B,2025-05-09 12:00:00,2,55.77961053240384
912,C,2025-05-09 12:00:00,2,34.21053779109793
913,D,2025-05-09 12:00:00,2,25.650532193385263
914,Total,2025-05-09 12:00:00,2,162.70350996593052
915,A,2025-05-09 18:00:00,3,38.9489219394622
916,B,2025-05-09 18:00:00,3,54.00043520256726
917,C,2025-05-09 18:00:00,3,31.354891430672104
918,D,2025-05-09 18:00:00,3,22.372545961101917
919,Total,2025-05-09 18:00:00,3,150.81571569623983
920,A,2025-05-10 00:00:00,0,16.016901582940953
921,B,2025-05-10 00:00:00,0,23.258999269513627
922,C,2025-05-10 00:00:00,0,13.326637869926584
923,D,2025-05-10 00:00:00,0,8.615121218526058
924,Total,2025-05-10 00:00:00,0,62.970912283022365
925,A,2025-05-10 06:00:00,1,26.900584530113612
926,B,2025-05-10 06:00:00,1,36.737394656930206
927,C,2025-05-10 06:00:00,1,21.20075543655367
928,D,2025-05-10 06:00:00,1,16.06552231546839
929,Total,2025-05-10 06:00:00,1,103.8703682026609
930,A,2025-05-10 12:00:00,2,41.651063987378215
931,B,2025-05-10 12:00:00,2,57.28728211149869
932,C,2025-05-10 12:00:00,2,34.01518855233551
933,D,2025-05-10 12:00:00,2,26.020869368847187
934,Total,2025-05-10 12:00:00,2,163.39109411815497
935,A,2025-05-10 18:00:00,3,39.43906109456393
936,B,2025-05-10 18:00:00,3,57.99764409010744
937,C,2025-05-10 18:00:00,3,32.939772756236096
938,D,2025-05-10 18:00:00,3,23.50349320452532
939,Total,2025-05-10 18:00:00,3,158.15215260945135
940,A,2025-05-11 00:00:00,0,16.637562383992588
941,B,2025-05-11 00:00:00,0,24.003307218419142
942,C,2025-05-11 00:00:00,0,13.673824608990463
943,D,2025-05-11 00:00:00,0,9.088248158147602
944,Total,2025-05-11 00:00:00,0,65.09804660266013
945,A,2025-05-11 06:00:00,1,27.937843395258604
946,B,2025-05-11 06:00:00,1,39.17616671758121
947,C,2025-05-11 06:00:00,1,22.041790134122497
948,D,2025-05-11 06:00:00,1,16.663887083342686
949,Total,2025-05-11 06:00:00,1,108.71386414317338
950,A,2025-05-11 12:00:00,2,42.50538694535699
951,B,2025-05-11 12:00:00,2,59.19280829033162
952,C,2025-05-11 12:00:00,2,34.60227194002426
953,D,2025-05-11 12:00:00,2,25.387025910728653
954,Total,2025-05-11 12:00:00,2,166.22473826504103
955,A,2025-05-11 18:00:00,3,39.381412014941155
956,B,2025-05-11 18:00:00,3,58.10060092364643
957,C,2025-05-11 18:00:00,3,32.85613117129645
958,D,2025-05-11 18:00:00,3,23.372502379215916
959,Total,2025-05-11 18:00:00,3,157.9907727903948
960,A,2025-05-12 00:00:00,0,15.490208388826737
961,B,2025-05-12 00:00:00,0,21.98827963500162
962,C,2025-05-12 00:00:00,0,12.905483537600999
963,D,2025-05-12 00:00:00,0,7.82230573003147
964,Total,2025-05-12 00:00:00,0,59.64500769133255
965,A,2025-05-12 06:00:00,1,31.24751740325984
966,B,2025-05-12 06:00:00,1,43.07113197819496
967,C,2025-05-12 06:00:00,1,25.171294951764132
968,D,2025-05-12 06:00:00,1,18.327665599202778
969,Total,2025-05-12 06:00:00,1,121.26526531400256
970,A,2025-05-12 12:00:00,2,46.53839786152444
971,B,2025-05-12 12:00:00,2,61.77405096397867
972,C,2025-05-12 12:00:00,2,36.960335831499556
973,D,2025-05-12 12:00:00,2,27.743373741322824
974,Total,2025-05-12 12:00:00,2,177.8842287859842
975,A,2025-05-12 18:00:00,3,40.114946316812436
976,B,2025-05-12 18:00:00,3,56.69912863025417
977,C,2025-05-12 18:00:00,3,31.776434006730216
978,D,2025-05-12 18:00:00,3,23.545654508015065
979,Total,2025-05-12 18:00:00,3,156.18408012145431
980,A,2025-05-13 00:00:00,0,14.273330492606055
981,B,2025-05-13 00:00:00,0,20.315719414593985
982,C,2025-05-13 00:00:00,0,11.835756647832
983,D,2025-05-13 00:00:00,0,7.685988468017281
984,Total,2025-05-13 00:00:00,0,55.51527714257629
985,A,2025-05-13 06:00:00,1,28.241531409386234
986,B,2025-05-13 06:00:00,1,39.52472569276177
987,C,2025-05-13 06:00:00,1,22.963874619100014
988,D,2025-05-13 06:00:00,1,16.600509564871842
989,Total,2025-05-13 06:00:00,1,110.43770705582256
990,A,2025-05-13 12:00:00,2,43.2072591064477
991,B,2025-05-13 12:00:00,2,57.80157671754905
992,C,2025-05-13 12:00:00,2,34.76216038107865
993,D,2025-05-13 12:00:00,2,26.083683659613072
994,Total,2025-05-13 12:00:00,2,166.2004924275242
995,A,2025-05-13 18:00:00,3,38.73739565076999
996,B,2025-05-13 18:00:00,3,54.674870878791445
997,C,2025-05-13 18:00:00,3,30.835508261480257
998,D,2025-05-13 18:00:00,3,22.495832578201274
999,Total,2025-05-13 18:00:00,3,150.66091317255552
1000,A,2025-05-14 00:00:00,0,14.013605490830116
1001,B,2025-05-14 00:00:00,0,21.11602252549421
1002,C,2025-05-14 00:00:00,0,12.09497045589943
1003,D,2025-05-14 00:00:00,0,7.488868491824276
1004,Total,2025-05-14 00:00:00,0,56.09162789971332
1005,A,2025-05-14 06:00:00,1,27.671699626038034
1006,B,2025-05-14 06:00:00,1,37.92006833657998
1007,C,2025-05-14 06:00:00,1,22.1596920678203
1008,D,2025-05-14 06:00:00,1,16.241959301862476
1009,Total,2025-05-14 06:00:00,1,106.80954501269213
1010,A,2025-05-14 12:00:00,2,41.67786901278813
1011,B,2025-05-14 12:00:00,2,56.08638945193078
1012,C,2025-05-14 12:00:00,2,33.61954494707552
1013,D,2025-05-14 12:00:00,2,25.636360211437864
1014,Total,2025-05-14 12:00:00,2,161.35801788503403
1015,A,2025-05-14 18:00:00,3,38.04050909243825
1016,B,2025-05-14 18:00:00,3,53.963378641775414
1017,C,2025-05-14 18:00:00,3,30.11258785466129
1018,D,2025-05-14 18:00:00,3,22.49655086558804
1019,Total,2025-05-14 18:00:00,3,148.52614921441062
1020,A,2025-05-15 00:00:00,0,13.90595751101464
1021,B,2025-05-15 00:00:00,0,20.11652761943576
1022,C,2025-05-15 00:00:00,0,11.620007650023066
1023,D,2025-05-15 00:00:00,0,7.129636756721589
1024,Total,2025-05-15 00:00:00,0,54.06174002498705
