Date,unique_entry_per_day,total_encounters,total_admissions
2020-03-20 18:00:00,114,128,14
2020-03-21 00:00:00,35,37,10
2020-03-21 06:00:00,72,76,18
2020-03-21 12:00:00,105,116,33
2020-03-21 18:00:00,117,133,22
2020-03-22 00:00:00,51,53,11
2020-03-22 06:00:00,59,63,20
2020-03-22 12:00:00,99,114,27
2020-03-22 18:00:00,114,124,21
2020-03-23 00:00:00,38,42,13
2020-03-23 06:00:00,66,70,18
2020-03-23 12:00:00,103,115,32
2020-03-23 18:00:00,102,110,33
2020-03-24 00:00:00,51,53,12
2020-03-24 06:00:00,50,55,16
2020-03-24 12:00:00,96,104,29
2020-03-24 18:00:00,96,107,21
2020-03-25 00:00:00,32,35,11
2020-03-25 06:00:00,60,60,19
2020-03-25 12:00:00,96,104,25
2020-03-25 18:00:00,95,105,23
2020-03-26 00:00:00,43,47,12
2020-03-26 06:00:00,75,83,22
2020-03-26 12:00:00,101,108,37
2020-03-26 18:00:00,100,107,20
2020-03-27 00:00:00,41,43,12
2020-03-27 06:00:00,61,65,13
2020-03-27 12:00:00,87,93,28
2020-03-27 18:00:00,85,89,20
2020-03-28 00:00:00,40,40,8
2020-03-28 06:00:00,54,57,12
2020-03-28 12:00:00,110,111,28
2020-03-28 18:00:00,101,108,22
2020-03-29 00:00:00,50,52,10
2020-03-29 06:00:00,61,62,14
2020-03-29 12:00:00,91,97,23
2020-03-29 18:00:00,77,88,18
2020-03-30 00:00:00,34,37,15
2020-03-30 06:00:00,64,68,18
2020-03-30 12:00:00,92,97,28
2020-03-30 18:00:00,89,94,25
2020-03-31 00:00:00,43,43,13
2020-03-31 06:00:00,59,61,15
2020-03-31 12:00:00,88,97,37
2020-03-31 18:00:00,80,87,23
2020-04-01 00:00:00,35,37,11
2020-04-01 06:00:00,56,58,14
2020-04-01 12:00:00,89,95,30
2020-04-01 18:00:00,92,98,22
2020-04-02 00:00:00,46,47,19
2020-04-02 06:00:00,55,56,18
2020-04-02 12:00:00,83,88,21
2020-04-02 18:00:00,65,68,15
2020-04-03 00:00:00,21,21,6
2020-04-03 06:00:00,54,57,27
2020-04-03 12:00:00,85,89,21
2020-04-03 18:00:00,99,105,26
2020-04-04 00:00:00,42,44,12
2020-04-04 06:00:00,68,75,16
2020-04-04 12:00:00,86,91,25
2020-04-04 18:00:00,79,84,25
2020-04-05 00:00:00,46,47,12
2020-04-05 06:00:00,58,60,22
2020-04-05 12:00:00,98,106,27
2020-04-05 18:00:00,100,109,25
2020-04-06 00:00:00,40,40,13
2020-04-06 06:00:00,61,64,31
2020-04-06 12:00:00,103,116,32
2020-04-06 18:00:00,94,98,21
2020-04-07 00:00:00,43,45,16
2020-04-07 06:00:00,63,66,21
2020-04-07 12:00:00,94,101,33
2020-04-07 18:00:00,89,95,23
2020-04-08 00:00:00,35,37,13
2020-04-08 06:00:00,63,72,20
2020-04-08 12:00:00,103,110,38
2020-04-08 18:00:00,91,95,16
2020-04-09 00:00:00,28,29,12
2020-04-09 06:00:00,53,54,10
2020-04-09 12:00:00,84,89,30
2020-04-09 18:00:00,70,73,22
2020-04-10 00:00:00,34,34,11
2020-04-10 06:00:00,52,54,14
2020-04-10 12:00:00,97,102,34
2020-04-10 18:00:00,102,108,42
2020-04-11 00:00:00,40,41,9
2020-04-11 06:00:00,62,64,17
2020-04-11 12:00:00,85,91,20
2020-04-11 18:00:00,81,88,23
2020-04-12 00:00:00,32,33,7
2020-04-12 06:00:00,49,51,11
2020-04-12 12:00:00,70,73,19
2020-04-12 18:00:00,70,77,23
2020-04-13 00:00:00,31,31,6
2020-04-13 06:00:00,55,62,23
2020-04-13 12:00:00,81,86,40
2020-04-13 18:00:00,85,89,25
2020-04-14 00:00:00,36,37,12
2020-04-14 06:00:00,61,61,16
2020-04-14 12:00:00,93,100,32
2020-04-14 18:00:00,90,94,28
2020-04-15 00:00:00,31,33,13
2020-04-15 06:00:00,62,66,20
2020-04-15 12:00:00,92,95,28
2020-04-15 18:00:00,92,99,27
2020-04-16 00:00:00,40,42,14
2020-04-16 06:00:00,49,52,14
2020-04-16 12:00:00,89,92,33
2020-04-16 18:00:00,87,94,21
2020-04-17 00:00:00,37,39,9
2020-04-17 06:00:00,57,60,18
2020-04-17 12:00:00,95,103,42
2020-04-17 18:00:00,97,101,28
2020-04-18 00:00:00,25,27,9
2020-04-18 06:00:00,65,69,20
2020-04-18 12:00:00,81,84,17
2020-04-18 18:00:00,89,96,23
2020-04-19 00:00:00,30,31,11
2020-04-19 06:00:00,64,65,10
2020-04-19 12:00:00,96,104,25
2020-04-19 18:00:00,105,112,28
2020-04-20 00:00:00,41,41,10
2020-04-20 06:00:00,70,75,31
2020-04-20 12:00:00,121,129,42
2020-04-20 18:00:00,81,83,23
2020-04-21 00:00:00,38,38,14
2020-04-21 06:00:00,52,53,24
2020-04-21 12:00:00,105,118,40
2020-04-21 18:00:00,99,108,21
2020-04-22 00:00:00,37,38,7
2020-04-22 06:00:00,71,72,24
2020-04-22 12:00:00,85,90,33
2020-04-22 18:00:00,92,101,17
2020-04-23 00:00:00,27,28,4
2020-04-23 06:00:00,69,74,23
2020-04-23 12:00:00,97,110,39
2020-04-23 18:00:00,66,71,10
2020-04-24 00:00:00,34,35,9
2020-04-24 06:00:00,52,54,16
2020-04-24 12:00:00,115,121,52
2020-04-24 18:00:00,96,106,28
2020-04-25 00:00:00,37,38,9
2020-04-25 06:00:00,59,65,20
2020-04-25 12:00:00,90,95,28
2020-04-25 18:00:00,111,119,32
2020-04-26 00:00:00,44,45,11
2020-04-26 06:00:00,54,57,16
2020-04-26 12:00:00,102,105,35
2020-04-26 18:00:00,99,107,18
2020-04-27 00:00:00,34,36,9
2020-04-27 06:00:00,80,88,23
2020-04-27 12:00:00,107,111,37
2020-04-27 18:00:00,113,121,40
2020-04-28 00:00:00,41,41,14
2020-04-28 06:00:00,62,68,14
2020-04-28 12:00:00,113,123,41
2020-04-28 18:00:00,88,98,20
2020-04-29 00:00:00,43,46,10
2020-04-29 06:00:00,59,60,20
2020-04-29 12:00:00,86,94,28
2020-04-29 18:00:00,95,105,27
2020-04-30 00:00:00,38,41,8
2020-04-30 06:00:00,60,65,19
2020-04-30 12:00:00,108,112,38
2020-04-30 18:00:00,98,104,29
2020-05-01 00:00:00,39,40,10
2020-05-01 06:00:00,60,61,19
2020-05-01 12:00:00,103,110,38
2020-05-01 18:00:00,102,109,26
2020-05-02 00:00:00,39,39,16
2020-05-02 06:00:00,67,71,23
2020-05-02 12:00:00,103,108,27
2020-05-02 18:00:00,110,115,30
2020-05-03 00:00:00,49,52,11
2020-05-03 06:00:00,60,67,21
2020-05-03 12:00:00,109,116,25
2020-05-03 18:00:00,108,116,42
2020-05-04 00:00:00,41,42,10
2020-05-04 06:00:00,65,69,16
2020-05-04 12:00:00,103,116,45
2020-05-04 18:00:00,98,105,30
2020-05-05 00:00:00,36,36,12
2020-05-05 06:00:00,67,71,24
2020-05-05 12:00:00,105,112,36
2020-05-05 18:00:00,87,92,21
2020-05-06 00:00:00,36,36,8
2020-05-06 06:00:00,64,69,28
2020-05-06 12:00:00,99,107,33
2020-05-06 18:00:00,107,116,33
2020-05-07 00:00:00,40,42,8
2020-05-07 06:00:00,69,73,23
2020-05-07 12:00:00,108,117,43
2020-05-07 18:00:00,92,101,21
2020-05-08 00:00:00,27,28,7
2020-05-08 06:00:00,56,60,22
2020-05-08 12:00:00,104,113,35
2020-05-08 18:00:00,103,117,31
2020-05-09 00:00:00,42,43,9
2020-05-09 06:00:00,53,55,12
2020-05-09 12:00:00,96,106,27
2020-05-09 18:00:00,88,94,20
2020-05-10 00:00:00,44,46,10
2020-05-10 06:00:00,62,67,22
2020-05-10 12:00:00,95,102,33
2020-05-10 18:00:00,109,114,28
2020-05-11 00:00:00,43,45,13
2020-05-11 06:00:00,73,80,26
2020-05-11 12:00:00,127,140,47
2020-05-11 18:00:00,91,98,38
2020-05-12 00:00:00,41,42,10
2020-05-12 06:00:00,71,75,18
2020-05-12 12:00:00,112,123,38
2020-05-12 18:00:00,91,97,26
2020-05-13 00:00:00,39,39,9
2020-05-13 06:00:00,60,62,25
2020-05-13 12:00:00,120,129,37
2020-05-13 18:00:00,98,104,24
2020-05-14 00:00:00,39,40,14
2020-05-14 06:00:00,74,78,25
2020-05-14 12:00:00,116,130,44
2020-05-14 18:00:00,120,128,43
2020-05-15 00:00:00,42,42,9
2020-05-15 06:00:00,71,78,25
2020-05-15 12:00:00,121,132,41
2020-05-15 18:00:00,112,119,18
2020-05-16 00:00:00,56,60,10
2020-05-16 06:00:00,78,83,24
2020-05-16 12:00:00,105,116,27
2020-05-16 18:00:00,95,100,21
2020-05-17 00:00:00,42,44,14
2020-05-17 06:00:00,67,70,16
2020-05-17 12:00:00,108,119,31
2020-05-17 18:00:00,105,114,23
2020-05-18 00:00:00,51,53,10
2020-05-18 06:00:00,74,80,28
2020-05-18 12:00:00,136,147,53
2020-05-18 18:00:00,110,119,35
2020-05-19 00:00:00,53,57,14
2020-05-19 06:00:00,68,70,25
2020-05-19 12:00:00,114,124,50
2020-05-19 18:00:00,116,128,33
2020-05-20 00:00:00,36,38,13
2020-05-20 06:00:00,79,81,33
2020-05-20 12:00:00,106,118,37
2020-05-20 18:00:00,97,106,34
2020-05-21 00:00:00,50,51,14
2020-05-21 06:00:00,80,83,32
2020-05-21 12:00:00,109,116,45
2020-05-21 18:00:00,110,120,27
2020-05-22 00:00:00,41,42,11
2020-05-22 06:00:00,87,94,21
2020-05-22 12:00:00,132,139,40
2020-05-22 18:00:00,110,119,26
2020-05-23 00:00:00,56,58,17
2020-05-23 06:00:00,74,79,28
2020-05-23 12:00:00,118,125,38
2020-05-23 18:00:00,138,147,37
2020-05-24 00:00:00,62,66,20
2020-05-24 06:00:00,84,90,26
2020-05-24 12:00:00,124,132,22
2020-05-24 18:00:00,140,148,28
2020-05-25 00:00:00,44,46,16
2020-05-25 06:00:00,77,79,22
2020-05-25 12:00:00,120,127,37
2020-05-25 18:00:00,118,128,30
2020-05-26 00:00:00,47,47,18
2020-05-26 06:00:00,74,79,24
2020-05-26 12:00:00,143,150,55
2020-05-26 18:00:00,104,111,27
2020-05-27 00:00:00,39,41,10
2020-05-27 06:00:00,68,72,26
2020-05-27 12:00:00,114,123,47
2020-05-27 18:00:00,132,140,40
2020-05-28 00:00:00,67,67,17
2020-05-28 06:00:00,79,84,32
2020-05-28 12:00:00,115,124,43
2020-05-28 18:00:00,123,128,36
2020-05-29 00:00:00,42,44,12
2020-05-29 06:00:00,66,69,23
2020-05-29 12:00:00,139,152,48
2020-05-29 18:00:00,122,135,41
2020-05-30 00:00:00,45,45,15
2020-05-30 06:00:00,78,81,29
2020-05-30 12:00:00,120,124,39
2020-05-30 18:00:00,120,134,33
2020-05-31 00:00:00,39,42,12
2020-05-31 06:00:00,58,59,14
2020-05-31 12:00:00,122,129,57
2020-05-31 18:00:00,128,144,38
2020-06-01 00:00:00,31,32,8
2020-06-01 06:00:00,85,86,33
2020-06-01 12:00:00,139,154,42
2020-06-01 18:00:00,142,153,38
2020-06-02 00:00:00,60,64,16
2020-06-02 06:00:00,82,90,36
2020-06-02 12:00:00,116,129,40
2020-06-02 18:00:00,122,133,30
2020-06-03 00:00:00,54,55,21
2020-06-03 06:00:00,67,69,27
2020-06-03 12:00:00,137,146,49
2020-06-03 18:00:00,115,122,35
2020-06-04 00:00:00,45,46,11
2020-06-04 06:00:00,91,95,26
2020-06-04 12:00:00,101,110,35
2020-06-04 18:00:00,130,137,36
2020-06-05 00:00:00,51,54,15
2020-06-05 06:00:00,77,88,23
2020-06-05 12:00:00,125,140,52
2020-06-05 18:00:00,133,149,34
2020-06-06 00:00:00,50,53,19
2020-06-06 06:00:00,81,88,31
2020-06-06 12:00:00,129,133,31
2020-06-06 18:00:00,140,145,35
2020-06-07 00:00:00,54,56,16
2020-06-07 06:00:00,87,93,24
2020-06-07 12:00:00,124,142,34
2020-06-07 18:00:00,127,137,34
2020-06-08 00:00:00,44,48,10
2020-06-08 06:00:00,91,104,35
2020-06-08 12:00:00,132,144,50
2020-06-08 18:00:00,125,136,36
2020-06-09 00:00:00,42,44,14
2020-06-09 06:00:00,72,77,24
2020-06-09 12:00:00,112,130,47
2020-06-09 18:00:00,118,124,27
2020-06-10 00:00:00,38,42,9
2020-06-10 06:00:00,76,82,32
2020-06-10 12:00:00,123,136,54
2020-06-10 18:00:00,131,135,28
2020-06-11 00:00:00,46,48,13
2020-06-11 06:00:00,81,85,25
2020-06-11 12:00:00,103,110,31
2020-06-11 18:00:00,137,144,32
2020-06-12 00:00:00,39,40,9
2020-06-12 06:00:00,80,83,20
2020-06-12 12:00:00,135,149,51
2020-06-12 18:00:00,101,109,29
2020-06-13 00:00:00,48,50,20
2020-06-13 06:00:00,82,84,27
2020-06-13 12:00:00,108,115,37
2020-06-13 18:00:00,116,120,28
2020-06-14 00:00:00,39,40,8
2020-06-14 06:00:00,86,90,23
2020-06-14 12:00:00,154,159,42
2020-06-14 18:00:00,108,113,26
2020-06-15 00:00:00,40,42,16
2020-06-15 06:00:00,83,91,27
2020-06-15 12:00:00,139,150,59
2020-06-15 18:00:00,128,143,34
2020-06-16 00:00:00,49,51,14
2020-06-16 06:00:00,86,90,28
2020-06-16 12:00:00,135,145,54
2020-06-16 18:00:00,117,123,39
2020-06-17 00:00:00,45,45,9
2020-06-17 06:00:00,101,107,28
2020-06-17 12:00:00,126,141,43
2020-06-17 18:00:00,115,122,36
2020-06-18 00:00:00,40,42,14
2020-06-18 06:00:00,89,95,26
2020-06-18 12:00:00,133,143,37
2020-06-18 18:00:00,119,124,26
2020-06-19 00:00:00,52,54,28
2020-06-19 06:00:00,77,82,17
2020-06-19 12:00:00,127,135,52
2020-06-19 18:00:00,129,141,41
2020-06-20 00:00:00,46,47,10
2020-06-20 06:00:00,97,99,31
2020-06-20 12:00:00,118,126,32
2020-06-20 18:00:00,139,146,25
2020-06-21 00:00:00,64,67,16
2020-06-21 06:00:00,92,94,21
2020-06-21 12:00:00,116,126,34
2020-06-21 18:00:00,132,147,25
2020-06-22 00:00:00,41,41,11
2020-06-22 06:00:00,89,93,30
2020-06-22 12:00:00,133,143,46
2020-06-22 18:00:00,128,140,39
2020-06-23 00:00:00,40,41,12
2020-06-23 06:00:00,92,100,28
2020-06-23 12:00:00,139,156,45
2020-06-23 18:00:00,132,141,30
2020-06-24 00:00:00,51,51,13
2020-06-24 06:00:00,74,80,24
2020-06-24 12:00:00,120,135,42
2020-06-24 18:00:00,125,137,43
2020-06-25 00:00:00,49,50,11
2020-06-25 06:00:00,90,98,26
2020-06-25 12:00:00,124,131,45
2020-06-25 18:00:00,123,133,34
2020-06-26 00:00:00,45,48,18
2020-06-26 06:00:00,81,86,25
2020-06-26 12:00:00,124,129,36
2020-06-26 18:00:00,128,136,31
2020-06-27 00:00:00,48,52,15
2020-06-27 06:00:00,86,87,24
2020-06-27 12:00:00,124,141,37
2020-06-27 18:00:00,133,151,41
2020-06-28 00:00:00,60,63,20
2020-06-28 06:00:00,89,92,24
2020-06-28 12:00:00,137,152,55
2020-06-28 18:00:00,134,146,29
2020-06-29 00:00:00,46,48,13
2020-06-29 06:00:00,89,97,32
2020-06-29 12:00:00,139,151,45
2020-06-29 18:00:00,101,107,33
2020-06-30 00:00:00,51,56,14
2020-06-30 06:00:00,83,90,23
2020-06-30 12:00:00,138,144,50
2020-06-30 18:00:00,108,116,32
2020-07-01 00:00:00,41,43,13
2020-07-01 06:00:00,88,92,30
2020-07-01 12:00:00,116,127,41
2020-07-01 18:00:00,140,146,29
2020-07-02 00:00:00,63,64,18
2020-07-02 06:00:00,90,93,26
2020-07-02 12:00:00,125,134,43
2020-07-02 18:00:00,124,130,31
2020-07-03 00:00:00,49,50,14
2020-07-03 06:00:00,99,109,29
2020-07-03 12:00:00,121,129,34
2020-07-03 18:00:00,144,157,30
2020-07-04 00:00:00,50,53,13
2020-07-04 06:00:00,80,81,18
2020-07-04 12:00:00,125,135,30
2020-07-04 18:00:00,135,146,28
2020-07-05 00:00:00,67,71,16
2020-07-05 06:00:00,70,76,19
2020-07-05 12:00:00,121,128,31
2020-07-05 18:00:00,127,134,30
2020-07-06 00:00:00,49,51,17
2020-07-06 06:00:00,94,99,34
2020-07-06 12:00:00,146,160,57
2020-07-06 18:00:00,131,141,25
2020-07-07 00:00:00,49,52,17
2020-07-07 06:00:00,88,95,24
2020-07-07 12:00:00,124,136,33
2020-07-07 18:00:00,134,140,39
2020-07-08 00:00:00,60,61,15
2020-07-08 06:00:00,90,97,28
2020-07-08 12:00:00,104,115,32
2020-07-08 18:00:00,142,151,38
2020-07-09 00:00:00,43,43,10
2020-07-09 06:00:00,81,84,26
2020-07-09 12:00:00,120,122,44
2020-07-09 18:00:00,127,149,27
2020-07-10 00:00:00,40,40,8
2020-07-10 06:00:00,73,79,30
2020-07-10 12:00:00,144,164,48
2020-07-10 18:00:00,128,138,33
2020-07-11 00:00:00,52,53,11
2020-07-11 06:00:00,82,87,28
2020-07-11 12:00:00,126,133,29
2020-07-11 18:00:00,141,154,36
2020-07-12 00:00:00,57,61,17
2020-07-12 06:00:00,85,88,27
2020-07-12 12:00:00,146,159,41
2020-07-12 18:00:00,159,166,41
2020-07-13 00:00:00,47,47,12
2020-07-13 06:00:00,100,110,41
2020-07-13 12:00:00,133,142,44
2020-07-13 18:00:00,145,154,32
2020-07-14 00:00:00,44,47,14
2020-07-14 06:00:00,96,102,28
2020-07-14 12:00:00,114,122,38
2020-07-14 18:00:00,129,138,33
2020-07-15 00:00:00,71,72,27
2020-07-15 06:00:00,83,90,17
2020-07-15 12:00:00,116,127,35
2020-07-15 18:00:00,123,138,28
2020-07-16 00:00:00,48,50,10
2020-07-16 06:00:00,82,88,28
2020-07-16 12:00:00,137,147,47
2020-07-16 18:00:00,130,137,37
2020-07-17 00:00:00,47,48,15
2020-07-17 06:00:00,87,98,17
2020-07-17 12:00:00,153,159,38
2020-07-17 18:00:00,122,134,37
2020-07-18 00:00:00,47,49,9
2020-07-18 06:00:00,65,71,19
2020-07-18 12:00:00,146,161,44
2020-07-18 18:00:00,134,145,38
2020-07-19 00:00:00,52,54,10
2020-07-19 06:00:00,95,98,19
2020-07-19 12:00:00,157,170,35
2020-07-19 18:00:00,141,152,37
2020-07-20 00:00:00,41,45,8
2020-07-20 06:00:00,93,105,31
2020-07-20 12:00:00,144,162,54
2020-07-20 18:00:00,121,127,26
2020-07-21 00:00:00,52,58,20
2020-07-21 06:00:00,93,102,31
2020-07-21 12:00:00,123,133,53
2020-07-21 18:00:00,144,153,32
2020-07-22 00:00:00,40,42,11
2020-07-22 06:00:00,99,104,30
2020-07-22 12:00:00,127,144,39
2020-07-22 18:00:00,145,160,26
2020-07-23 00:00:00,52,54,14
2020-07-23 06:00:00,82,85,34
2020-07-23 12:00:00,115,119,37
2020-07-23 18:00:00,138,148,34
2020-07-24 00:00:00,39,39,12
2020-07-24 06:00:00,75,81,21
2020-07-24 12:00:00,147,159,58
2020-07-24 18:00:00,114,120,29
2020-07-25 00:00:00,66,68,25
2020-07-25 06:00:00,81,86,20
2020-07-25 12:00:00,138,145,44
2020-07-25 18:00:00,131,145,53
2020-07-26 00:00:00,62,62,15
2020-07-26 06:00:00,90,100,34
2020-07-26 12:00:00,110,125,36
2020-07-26 18:00:00,143,158,39
2020-07-27 00:00:00,52,53,13
2020-07-27 06:00:00,96,104,27
2020-07-27 12:00:00,150,161,50
2020-07-27 18:00:00,126,135,28
2020-07-28 00:00:00,57,59,14
2020-07-28 06:00:00,103,112,35
2020-07-28 12:00:00,131,140,50
2020-07-28 18:00:00,110,120,30
2020-07-29 00:00:00,44,47,16
2020-07-29 06:00:00,88,91,28
2020-07-29 12:00:00,141,155,41
2020-07-29 18:00:00,150,157,25
2020-07-30 00:00:00,34,34,7
2020-07-30 06:00:00,79,87,27
2020-07-30 12:00:00,125,135,37
2020-07-30 18:00:00,104,110,20
2020-07-31 00:00:00,45,47,10
2020-07-31 06:00:00,94,100,31
2020-07-31 12:00:00,110,125,39
2020-07-31 18:00:00,130,144,41
2020-08-01 00:00:00,55,59,18
2020-08-01 06:00:00,81,83,29
2020-08-01 12:00:00,118,127,31
2020-08-01 18:00:00,135,146,35
2020-08-02 00:00:00,50,54,22
2020-08-02 06:00:00,77,81,22
2020-08-02 12:00:00,114,121,28
2020-08-02 18:00:00,156,172,40
2020-08-03 00:00:00,43,44,17
2020-08-03 06:00:00,93,98,31
2020-08-03 12:00:00,146,160,51
2020-08-03 18:00:00,139,156,37
2020-08-04 00:00:00,49,50,18
2020-08-04 06:00:00,90,97,34
2020-08-04 12:00:00,153,165,53
2020-08-04 18:00:00,144,159,41
2020-08-05 00:00:00,42,42,8
2020-08-05 06:00:00,79,86,22
2020-08-05 12:00:00,109,115,35
2020-08-05 18:00:00,120,127,30
2020-08-06 00:00:00,52,52,13
2020-08-06 06:00:00,86,95,35
2020-08-06 12:00:00,129,136,38
2020-08-06 18:00:00,132,145,33
2020-08-07 00:00:00,50,54,21
2020-08-07 06:00:00,82,88,30
2020-08-07 12:00:00,160,181,47
2020-08-07 18:00:00,120,129,24
2020-08-08 00:00:00,44,46,14
2020-08-08 06:00:00,80,84,21
2020-08-08 12:00:00,133,145,31
2020-08-08 18:00:00,150,158,32
2020-08-09 00:00:00,56,59,12
2020-08-09 06:00:00,91,95,18
2020-08-09 12:00:00,128,138,43
2020-08-09 18:00:00,146,156,32
2020-08-10 00:00:00,43,46,11
2020-08-10 06:00:00,98,105,23
2020-08-10 12:00:00,152,162,43
2020-08-10 18:00:00,134,141,29
2020-08-11 00:00:00,57,59,14
2020-08-11 06:00:00,88,100,24
2020-08-11 12:00:00,127,140,44
2020-08-11 18:00:00,126,140,37
2020-08-12 00:00:00,41,43,13
2020-08-12 06:00:00,73,76,27
2020-08-12 12:00:00,118,128,44
2020-08-12 18:00:00,117,129,35
2020-08-13 00:00:00,40,41,11
2020-08-13 06:00:00,81,89,23
2020-08-13 12:00:00,116,125,33
2020-08-13 18:00:00,113,130,13
2020-08-14 00:00:00,40,41,12
2020-08-14 06:00:00,68,75,23
2020-08-14 12:00:00,126,132,37
2020-08-14 18:00:00,138,150,34
2020-08-15 00:00:00,40,44,13
2020-08-15 06:00:00,99,105,26
2020-08-15 12:00:00,156,167,49
2020-08-15 18:00:00,136,148,39
2020-08-16 00:00:00,52,53,17
2020-08-16 06:00:00,104,113,36
2020-08-16 12:00:00,128,135,34
2020-08-16 18:00:00,152,163,29
2020-08-17 00:00:00,40,44,13
2020-08-17 06:00:00,83,89,23
2020-08-17 12:00:00,145,159,51
2020-08-17 18:00:00,126,138,25
2020-08-18 00:00:00,52,54,17
2020-08-18 06:00:00,91,98,26
2020-08-18 12:00:00,131,156,45
2020-08-18 18:00:00,137,153,48
2020-08-19 00:00:00,62,65,17
2020-08-19 06:00:00,80,85,23
2020-08-19 12:00:00,133,148,50
2020-08-19 18:00:00,119,127,27
2020-08-20 00:00:00,51,53,19
2020-08-20 06:00:00,92,97,28
2020-08-20 12:00:00,126,145,56
2020-08-20 18:00:00,120,125,40
2020-08-21 00:00:00,35,36,9
2020-08-21 06:00:00,84,91,28
2020-08-21 12:00:00,154,171,52
2020-08-21 18:00:00,125,139,25
2020-08-22 00:00:00,62,65,19
2020-08-22 06:00:00,93,96,19
2020-08-22 12:00:00,143,154,34
2020-08-22 18:00:00,153,162,40
2020-08-23 00:00:00,48,52,14
2020-08-23 06:00:00,90,95,18
2020-08-23 12:00:00,121,131,33
2020-08-23 18:00:00,140,154,41
2020-08-24 00:00:00,55,59,23
2020-08-24 06:00:00,97,105,21
2020-08-24 12:00:00,140,152,47
2020-08-24 18:00:00,108,115,35
2020-08-25 00:00:00,41,41,7
2020-08-25 06:00:00,75,87,33
2020-08-25 12:00:00,139,153,48
2020-08-25 18:00:00,125,131,25
2020-08-26 00:00:00,48,50,10
2020-08-26 06:00:00,104,113,37
2020-08-26 12:00:00,149,160,45
2020-08-26 18:00:00,130,138,37
2020-08-27 00:00:00,45,47,11
2020-08-27 06:00:00,85,95,26
2020-08-27 12:00:00,132,140,39
2020-08-27 18:00:00,118,132,33
2020-08-28 00:00:00,48,49,15
2020-08-28 06:00:00,91,103,32
2020-08-28 12:00:00,123,134,46
2020-08-28 18:00:00,129,135,45
2020-08-29 00:00:00,49,52,17
2020-08-29 06:00:00,81,88,23
2020-08-29 12:00:00,123,134,33
2020-08-29 18:00:00,143,154,35
2020-08-30 00:00:00,60,62,18
2020-08-30 06:00:00,85,92,23
2020-08-30 12:00:00,127,138,37
2020-08-30 18:00:00,141,146,32
2020-08-31 00:00:00,59,59,14
2020-08-31 06:00:00,73,78,25
2020-08-31 12:00:00,140,163,60
2020-08-31 18:00:00,125,134,28
2020-09-01 00:00:00,47,49,12
2020-09-01 06:00:00,74,88,30
2020-09-01 12:00:00,116,130,42
2020-09-01 18:00:00,107,122,34
2020-09-02 00:00:00,43,44,9
2020-09-02 06:00:00,88,94,20
2020-09-02 12:00:00,145,155,51
2020-09-02 18:00:00,110,122,34
2020-09-03 00:00:00,50,54,12
2020-09-03 06:00:00,84,90,24
2020-09-03 12:00:00,120,133,37
2020-09-03 18:00:00,129,132,34
2020-09-04 00:00:00,42,46,16
2020-09-04 06:00:00,97,114,41
2020-09-04 12:00:00,124,135,39
2020-09-04 18:00:00,123,133,37
2020-09-05 00:00:00,50,51,13
2020-09-05 06:00:00,77,80,20
2020-09-05 12:00:00,129,139,34
2020-09-05 18:00:00,119,130,37
2020-09-06 00:00:00,45,46,12
2020-09-06 06:00:00,102,109,37
2020-09-06 12:00:00,132,139,43
2020-09-06 18:00:00,132,145,33
2020-09-07 00:00:00,53,53,18
2020-09-07 06:00:00,88,95,26
2020-09-07 12:00:00,155,171,35
2020-09-07 18:00:00,121,133,30
2020-09-08 00:00:00,54,57,13
2020-09-08 06:00:00,83,90,22
2020-09-08 12:00:00,128,141,46
2020-09-08 18:00:00,109,121,30
2020-09-09 00:00:00,45,47,9
2020-09-09 06:00:00,63,67,24
2020-09-09 12:00:00,109,115,34
2020-09-09 18:00:00,121,131,35
2020-09-10 00:00:00,47,48,15
2020-09-10 06:00:00,79,83,30
2020-09-10 12:00:00,136,148,43
2020-09-10 18:00:00,114,119,28
2020-09-11 00:00:00,38,39,10
2020-09-11 06:00:00,83,93,29
2020-09-11 12:00:00,141,150,62
2020-09-11 18:00:00,130,141,35
2020-09-12 00:00:00,51,55,13
2020-09-12 06:00:00,85,91,28
2020-09-12 12:00:00,119,130,30
2020-09-12 18:00:00,148,161,34
2020-09-13 00:00:00,61,62,17
2020-09-13 06:00:00,87,90,24
2020-09-13 12:00:00,141,151,53
2020-09-13 18:00:00,132,139,39
2020-09-14 00:00:00,52,53,9
2020-09-14 06:00:00,99,108,33
2020-09-14 12:00:00,138,155,50
2020-09-14 18:00:00,122,130,33
2020-09-15 00:00:00,40,42,13
2020-09-15 06:00:00,85,89,22
2020-09-15 12:00:00,123,139,47
2020-09-15 18:00:00,113,122,43
2020-09-16 00:00:00,40,41,12
2020-09-16 06:00:00,91,93,29
2020-09-16 12:00:00,133,143,50
2020-09-16 18:00:00,113,126,38
2020-09-17 00:00:00,35,39,15
2020-09-17 06:00:00,88,100,30
2020-09-17 12:00:00,125,137,29
2020-09-17 18:00:00,138,149,38
2020-09-18 00:00:00,41,42,7
2020-09-18 06:00:00,93,99,22
2020-09-18 12:00:00,132,144,44
2020-09-18 18:00:00,124,130,28
2020-09-19 00:00:00,60,63,13
2020-09-19 06:00:00,97,104,31
2020-09-19 12:00:00,150,167,48
2020-09-19 18:00:00,124,138,21
2020-09-20 00:00:00,64,67,20
2020-09-20 06:00:00,100,113,33
